N,S
2,0.0
3,0.006944444444444445
4,0.0
5,0.0
6,0.0014947683109118087
7,0.004291845493562232
8,0.005833333333333333
9,0.01948627103631532
10,0.015444015444015443
11,0.02138690861957226
12,0.028985507246376815
13,0.03349673202614379
14,0.05786163522012579
15,0.061224489795918366
16,0.07450980392156863
17,0.09015421115065243
18,0.1167883211678832
19,0.1533052039381153
20,0.15944055944055943
21,0.17001338688085676
22,0.1748427672955975
23,0.18051948051948052
24,0.2545931758530184
25,0.20921052631578949
26,0.24968152866242038
27,0.25857519788918204
28,0.3022636484687084
29,0.28608923884514437
30,0.31842105263157894
31,0.32156368221941994
32,0.32185273159144895
33,0.336144578313253
34,0.38175270108043213
35,0.39593301435406697
36,0.4087677725118483
37,0.4081632653061224
38,0.441008018327606
39,0.42954545454545456
40,0.468013468013468
41,0.4786418400876232
42,0.46743697478991597
43,0.48712446351931327
44,0.4994797086368366
45,0.528032619775739
46,0.5487179487179487
47,0.5661914460285133
48,0.5874620829120324
49,0.6102868447082097
50,0.5948766603415561
51,0.5902394106813996
52,0.6361904761904762
53,0.6457739791073124
54,0.6724770642201835
55,0.6775067750677507
56,0.7151898734177214
57,0.7109374999999999
58,0.7657735522904062
59,0.7527801539777588
60,0.7419871794871795
61,0.7478052673583401
62,0.7402694610778443
63,0.7659894657637322
64,0.8083519761372111
65,0.7624309392265194
66,0.7882670262980445
67,0.8556187766714083
68,0.8604180714767363
69,0.8805765271105009
70,0.8922872340425533
71,0.9128409846972723
72,0.9247730220492866
73,0.9904458598726116
74,0.9414957780458384
75,0.9763493026076411
76,1.0149790293588976
77,1.0011376564277588
78,1.0246775098149188
79,1.0086486486486486
80,1.0265533722782794
81,1.0532981530343009
82,1.0856849666495638
83,1.1257054899948693
84,1.1409159536990439
85,1.124397299903568
86,1.1635249764373234
87,1.2252906976744187
88,1.120407259849491
89,1.223963133640553
90,1.2240909090909091
91,1.3123275068997242
92,1.2804986642920746
93,1.2934210526315788
94,1.2993138936535162
95,1.3322005097706031
96,1.3241895261845387
97,1.3447712418300652
98,1.3589435774309724
99,1.3632075471698113
100,1.3661387631975868
